title,location,price,bedrooms,bathrooms,link
4 Bed Townhouse with Garage at Ndemi Road,"ndemi road, Kilimani","KSh 28,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kilimani-3553699
4 Bed Townhouse with Balcony in Lavington,Lavington,"KSh 60,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3434109
5 Bed House with Garage in Kyuna,"Nairobi, Kyuna, Westlands","KSh 58,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kyuna-3488531
6 Bed Townhouse with Garage in Karen,Karen,"KSh 170,000,000",6,6,https://www.buyrentkenya.com/listings/6-bedroom-townhouse-for-sale-karen-3552356
5 Bed Townhouse with Garage in Lavington,Lavington,"KSh 72,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3506657
4 Bed Townhouse with Gym in Ngong Road,Ngong Road,"KSh 16,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-ngong-road-3549846
4 Bed House with Garage at Golden Gate Estate,"Golden Gate Estate, South B","KSh 21,500,000",4,2,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-south-b-3517846
4 Bed House with Garage at Muthiga,"Waiyaki way, Muthiga, Waiyaki Way, Westlands","KSh 24,000,000",4,,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-waiyaki-way-3555633
4 Bed House with Aircon at Mimosa,"89, Mimosa, Runda, Westlands","KSh 90,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-runda-3557129
5 Bed Townhouse with Garage at Runda Rd,"Runda Rd, Runda, Westlands","KSh 180,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-runda-2-3475200
4 Bed House with Garage in Runda,"Runda, Westlands","KSh 60,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-runda-3544192
5 Bed House with Garage in Runda,"Runda, Westlands","KSh 180,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3514549
4 Bed Townhouse with Garage at Grevillea Grove,"Grevillea Grove, Westlands Area, Westlands","KSh 60,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-westlands-area-3547744
4 Bed House with Balcony in Langata,Langata,"KSh 18,000,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-langata-3546618
3 Bed House with Garage at Mushroom,"Mushroom, Kiambu Road","KSh 58,000,000",3,3,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kiambu-road-3559691
5 Bed House with Balcony at Bomas Of Kenya,"Bomas of Kenya, Karen","KSh 150,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3560548
6 Bed House in South C,South C,"KSh 100,000,000",6,6,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-south-c-3473813
6 Bed House with Garage in Nyari,"Nyari, Westlands","KSh 120,000,000",6,6,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-nyari-3557475
4 Bed House with Aircon in Joska,"Kangundo Road, Joska, Kamulu Joska Malaa","KSh 5,900,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-joska-3480073
6 Bed House with Swimming Pool in Kiambu Road,Kiambu Road,"KSh 130,000,000",6,6,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-kiambu-road-3560959
3 Bed House with Garage in Buruburu,Buruburu,"KSh 12,500,000",3,3,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-buruburu-3506613
4 Bed Townhouse with Swimming Pool in Loresho,"Loresho, Westlands","KSh 41,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-loresho-3561294
4 Bed Villa with Balcony in Loresho,"Loresho, Westlands","KSh 120,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-loresho-3560718
6 Bed House with Gym at Galleria,"10, Galleria, Karen","KSh 65,000,000",6,6,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-karen-3559482
4 Bed House in Karen,Karen,"KSh 180,000,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3557711
4 Bed Townhouse with Gym in Loresho,"Loresho, Westlands","KSh 43,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-loresho-3558642
3 Bed House with Garage in Runda,"Runda, Westlands","KSh 78,000,000",3,3,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-runda-3517557
4 Bed Townhouse with Gym in Karen,Karen,"KSh 70,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-karen-3512124
5 Bed House in Donholm,Donholm,"KSh 16,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-donholm-3489898
7 Bed House with Garage in Runda,"Runda, Westlands","KSh 90,000,000",7,7,https://www.buyrentkenya.com/listings/7-bedroom-house-for-sale-runda-3535168
5 Bed Townhouse with Gym in Karen,Karen,"KSh 120,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-karen-3498671
5 Bed Townhouse with Gym in Runda,"Runda, Westlands","KSh 67,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-runda-3487545
4 Bed House with Garage in Kiambu Road,Kiambu Road,"KSh 29,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-3486698
5 Bed House with Gym in Runda,"Runda, Westlands","KSh 230,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3490538
4 Bed Townhouse with Balcony in Kitisuru,"Kitisuru, Westlands","KSh 29,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kitisuru-5-3414860
3 Bed House with Garage at Ruiru Kimbo Kwa Matangi,"Ruiru Kimbo kwa Matangi, Thika Road","KSh 7,500,000",3,2,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-thika-road-3562370
6 Bed House with Swimming Pool in Karen,Karen,"KSh 160,000,000",6,7,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-karen-3530068
4 Bed Townhouse with Swimming Pool in Kiambu Road,Kiambu Road,"KSh 37,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3561990
5 Bed Townhouse with Garage at Kisauni Rd,"Kisauni rd, Nairobi West","KSh 75,000,000",5,,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-nairobi-west-3557271
5 Bed House with Garage in Lavington,Lavington,"KSh 130,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-lavington-3554620
3 Bed House with Garage in Langata,Langata,"KSh 21,000,000",3,3,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-langata-3527352
6 Bed House with Garage in Runda,"Runda, Westlands","KSh 140,000,000",6,6,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-runda-3508526
2 Bed House with Gym in Kilimani,Kilimani,"KSh 26,000,000",2,2,https://www.buyrentkenya.com/listings/2-bedroom-house-for-sale-kilimani-3466191
4 Bed House with Garage at Mwihoko,"Mwihoko, Kahawa Sukari, Roysambu","KSh 15,000,000",4,2,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kahawa-sukari-3480056
4 Bed Townhouse with Aircon in Spring Valley,"Spring Valley, Westlands","KSh 85,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-spring-valley-3546510
4 Bed Villa with Swimming Pool in Runda,"Runda, Westlands","KSh 280,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-runda-3522279
4 Bed House with Swimming Pool in Kiambu Road,Kiambu Road,"KSh 37,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-10-3450936
4 Bed House with Swimming Pool at Hillview Estate,"Hillview Estate, Hill View, Westlands","KSh 110,000,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-hill-view-2-3487531
5 Bed Townhouse with Swimming Pool in Karen,Karen,"KSh 120,000,000",5,8,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-karen-3529939
4 Bed Townhouse with Gym in Kileleshwa,Kileleshwa,"KSh 45,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kileleshwa-3513846
6 Bed Townhouse with Garage at Kinanda Rd,"Kinanda Rd, Kitisuru, Westlands","KSh 120,000,000",6,7,https://www.buyrentkenya.com/listings/6-bedroom-townhouse-for-sale-kitisuru-3493889
4 Bed House with Garage at Karen Hardy,"Karen Hardy, Karen","KSh 70,000,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3555336
4 Bed Townhouse with Garage at Outering Road,"Outering Road, Embakasi","KSh 25,000,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-embakasi-8-3447584
4 Bed Townhouse with Garage at Mugumo Road,"Mugumo Road, Lavington","KSh 90,000,000",4,6,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3507221
6 Bed Villa with Garage at Karen,Karen,"KSh 95,000,000",6,6,https://www.buyrentkenya.com/listings/6-bedroom-villa-for-sale-karen-3556308
6 Bed House with Balcony at Kinanda West,"Kinanda West, Kitisuru, Westlands","KSh 120,000,000",6,6,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-kitisuru-3-3455362
4 Bed Townhouse with Garage in Loresho,"Loresho, Westlands","KSh 118,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-loresho-3540985
4 Bed Townhouse at Edenville Estate Phase 1,"EDENVILLE ESTATE PHASE 1, Kiambu Road","KSh 28,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3495098
4 Bed Townhouse with Gym in Kiambu Road,Kiambu Road,"KSh 21,950,000",4,2,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3517403
4 Bed Villa with Garage in Lavington,Lavington,"KSh 130,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-lavington-3553047
5 Bed Townhouse with Aircon at Lavington Estate,"1007m 10am, Lavington Estate, Lavington","KSh 55,000,000",5,4,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3560911
4 Bed House with Garage at Marist Lane Karen,"MARIST LANE KAREN, Karen","KSh 70,000,000",4,6,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3554764
4 Bed Townhouse with Gym at Langata Link Rd,"langata link rd, Langata","KSh 32,500,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-langata-3552707
4 Bed Villa with Balcony at Karen,Karen,"KSh 85,000,000",4,,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-karen-3561579
4 Bed House with En Suite at Mvuli Avenue,"Mvuli Avenue, South C","KSh 37,500,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-south-c-3500275
5 Bed House with Balcony at Nandi Road,"Karen,Nandi road, Karen","KSh 95,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3561385
4 Bed House with Balcony at Mutero Road,"mutero road, Karen","KSh 65,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3561578
5 Bed Townhouse with Garage in Lavington,Lavington,"KSh 75,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3509951
3 Bed House with Gym at Kangundo Road,"Kangundo Road, Malaa, Kamulu Joska Malaa","KSh 6,700,000",3,3,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-malaa-3560741
6 Bed House with Garage in Runda,"Runda, Westlands","KSh 130,000,000",6,5,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-runda-3553220
4 Bed Townhouse with Gym in Kiambu Road,Kiambu Road,"KSh 28,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3557762
5 Bed Townhouse with Aircon in Lavington,Lavington,"KSh 70,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3543617
4 Bed House in South B,South B,"KSh 16,000,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-south-b-3515215
4 Bed House with Garage in Karen,Karen,"KSh 75,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3552773
4 Bed House with Garage in Mombasa Road,Mombasa Road,"KSh 8,000,000",4,,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-mombasa-road-3561444
4 Bed Townhouse with Gym in Langata,Langata,"KSh 33,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-langata-3546535
4 Bed Villa with Gym at Off Loresho Ridge,"1, Off Loresho Ridge, Loresho, Westlands","KSh 120,000,000",4,6,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-loresho-3558648
6 Bed Townhouse with Garage at Karen,Karen,"KSh 150,000,000",6,6,https://www.buyrentkenya.com/listings/6-bedroom-townhouse-for-sale-karen-3501639
4 Bed Townhouse with Garage at Kangunndo Road,"Kangunndo Road, Malaa, Kamulu Joska Malaa","KSh 8,850,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-malaa-3554730
4 Bed Townhouse with Garage at Karen,Karen,"KSh 65,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-karen-3556136
2 Bed House in Thika Road,Thika Road,"KSh 3,500,000",2,,https://www.buyrentkenya.com/listings/2-bedroom-house-for-sale-thika-road-3554224
5 Bed Townhouse with Garage in Lavington,Lavington,"KSh 75,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3561957
4 Bed Townhouse with Garage at Runda,"Runda, Westlands","KSh 96,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-runda-3552745
6 Bed Villa in Lavington,Lavington,"KSh 80,000,000",6,6,https://www.buyrentkenya.com/listings/6-bedroom-villa-for-sale-lavington-3559797
4 Bed Townhouse with Garage in Kiambu Road,Kiambu Road,"KSh 24,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3549230
2 Bed Villa with En Suite in Imara Daima,Imara Daima,"KSh 6,000,000",2,2,https://www.buyrentkenya.com/listings/2-bedroom-villa-for-sale-imara-daima-2-3447546
5 Bed Townhouse with Swimming Pool in Karen Hardy,Karen Hardy,"KSh 120,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-karen-hardy-3545913
4 Bed Villa with Gym in Karen,Karen,"KSh 67,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-karen-3552510
3 Bed House with Garage in Joska,"Joska, Kamulu Joska Malaa","KSh 5,600,000",3,3,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-joska-8-3440949
2 Bed House with Garage at Mwitu Drive,"Mwitu Drive, Karen","KSh 85,000,000",2,1,https://www.buyrentkenya.com/listings/2-bedroom-house-for-sale-karen-3512030
6 Bed House with Garage at New Kitisuru,"New Kitisuru, Kitisuru, Westlands","KSh 105,000,000",6,4,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-kitisuru-3561721
4 Bed Townhouse with Garage in Langata,Langata,"KSh 19,000,000",4,,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-langata-3551075
6 Bed House with Balcony at Bongani Road,"Bongani road, Karen","KSh 52,000,000",6,6,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-karen-3560385
5 Bed Townhouse with Gym in Runda,"Runda, Westlands","KSh 105,000,000",5,,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-runda-3555193
4 Bed Townhouse with Aircon in Kitisuru,"Kitisuru, Westlands","KSh 160,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kitisuru-3510102
4 Bed Townhouse with En Suite at Rhino Park Road,"Rhino park road, Karen","KSh 65,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-karen-3558989
4 Bed Townhouse with Garage in Lavington,Lavington,"KSh 35,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3556013
5 Bed Townhouse with Gym in Kitisuru,"Kitisuru, Westlands","KSh 88,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-kitisuru-3512134
4 Bed Townhouse with Gym in Loresho,"Loresho, Westlands","KSh 45,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-loresho-3549123
4 Bed Townhouse with Garage at Boma Road,"Boma road, Kiambu Road","KSh 21,945,000",4,2,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3539257
5 Bed House with Garage in Kitisuru,"Kitisuru, Westlands","KSh 80,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kitisuru-1-3485040
3 Bed House with Swimming Pool in Joska,"Joska, Kamulu Joska Malaa","KSh 5,700,000",3,3,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-joska-10-3437566
5 Bed House with Swimming Pool in Karen,Karen,"KSh 80,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3552753
4 Bed House with Garage in Karen,Karen,"KSh 65,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3552826
4 Bed House in Karen,Karen,"KSh 150,000,000",4,,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3558054
4 Bed Townhouse with Garage in South C,South C,"KSh 22,000,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-south-c-1-3484163
4 Bed House with Garage at Karen,Karen,"KSh 65,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3555950
5 Bed Townhouse with Aircon in Lavington,Lavington,"KSh 55,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3493266
3 Bed House with Garage in Industrial Area,Industrial Area,"KSh 12,000,000",3,3,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-industrial-area-3503609
5 Bed Townhouse with Garage in Westlands Area,"Westlands Area, Westlands","KSh 85,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-westlands-area-3553297
5 Bed Townhouse with Aircon in Lavington,Lavington,"KSh 72,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3550154
5 Bed House with Garage at Gigiri,"Gigiri, Westlands","KSh 275,000,000",5,4,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-gigiri-3552132
3 Bed House at Malaa,"Malaa, Kamulu Joska Malaa","KSh 6,000,000",3,2,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-malaa-3494179
3 Bed Townhouse with Aircon at Kangundo Road,"Kangundo road, Joska, Kamulu Joska Malaa","KSh 5,750,000",3,3,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-joska-3504583
4 Bed House with Garage in Muthaiga,Muthaiga,"KSh 180,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-muthaiga-5-3458039
4 Bed House with Garage at Pepo Lane,"Pepo Lane, Karen","KSh 140,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3467869
3 Bed House with En Suite in Malaa,"Malaa, Kamulu Joska Malaa","KSh 9,050,000",3,2,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-malaa-3477199
4 Bed Townhouse with Balcony in South B,South B,"KSh 16,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-south-b-3557317
5 Bed House with Garage at Mbagathi Ridge,"Mbagathi Ridge, Karen",P.O.A,5,3,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3494156
4 Bed House with Garage at Langata Road,"Langata road, Langata","KSh 26,000,000",4,2,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-langata-3540606
