title,location,price,bedrooms,bathrooms,link
5 Bed Townhouse with Garage at Mukokoa Court,"mukokoa court, Komarock","KSh 9,000,000",5,4,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-komarock-3552375
5 Bed Townhouse with Gym in Lavington,Lavington,"KSh 97,000,000",5,,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3538354
4 Bed House with Garage in Nairobi West,Nairobi West,"KSh 20,000,000",4,1,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-nairobi-west-1-3437113
5 Bed Townhouse with Garage in Lavington,Lavington,"KSh 65,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3488126
4 Bed Villa with Swimming Pool in Lavington,Lavington,"KSh 120,000,000",4,,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-lavington-3560765
3 Bed Townhouse with Garage at Mushroom Estate,"Palm, Mushroom Estate, Kiambu Road","KSh 56,000,000",3,4,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-kiambu-road-3461989
4 Bed Townhouse with Garage at Edenville Phase 2,"EDENVILLE PHASE 2, Kiambu Road","KSh 21,800,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3504398
4 Bed Villa with Garage in Lavington,Lavington,"KSh 80,500,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-lavington-3514045
5 Bed House with Walk In Closet at Mimosa,"Mimosa, Runda, Westlands","KSh 85,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3500062
4 Bed House with Gym at Nairobi,"Grevillea, Nairobi, Spring Valley, Westlands","KSh 58,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-spring-valley-3487339
5 Bed Townhouse with Garage at Kileleshwa,Kileleshwa,"KSh 50,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-kileleshwa-3479811
8 Bed Townhouse with Gym at Hillview Close,"hillview close, Spring Valley, Westlands","KSh 148,500,000",8,8,https://www.buyrentkenya.com/listings/8-bedroom-townhouse-for-sale-spring-valley-3537789
5 Bed Townhouse in Kileleshwa,Kileleshwa,"KSh 42,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-kileleshwa-11-3448224
5 Bed House with Gym at Off Mimosa Road,"4, Off Mimosa Road, Runda, Westlands","KSh 130,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-9-3438126
3 Bed Townhouse with Gym in Kiambu Road,Kiambu Road,"KSh 30,000,000",3,3,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-kiambu-road-3561195
6 Bed Townhouse with Garage in Karen,Karen,"KSh 130,000,000",6,6,https://www.buyrentkenya.com/listings/6-bedroom-townhouse-for-sale-karen-3559762
5 Bed Villa with Gym in Karen,Karen,"KSh 70,000,000",5,6,https://www.buyrentkenya.com/listings/furnished-5-bedroom-villa-for-sale-karen-3462627
7 Bed House with Garage in Runda,"Runda, Westlands","KSh 100,000,000",7,5,https://www.buyrentkenya.com/listings/7-bedroom-house-for-sale-runda-3555896
4 Bed Townhouse with Swimming Pool in Loresho,"Loresho, Westlands","KSh 38,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-loresho-4-3443372
4 Bed Villa with Garage in Kiambu Road,Kiambu Road,"KSh 29,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-kiambu-road-3520579
3 Bed House in Embakasi,Embakasi,"KSh 11,000,000",3,3,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-embakasi-3483455
4 Bed House with Garage at Kenyatta Road,"Kenyatta Road, Thika Road","KSh 12,650,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-thika-road-3499817
4 Bed Townhouse with Garage at School Lane,"School Lane, Westlands Area, Westlands","KSh 50,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-westlands-area-3547328
4 Bed House with Swimming Pool in Kileleshwa,Kileleshwa,"KSh 32,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kileleshwa-3512082
4 Bed Townhouse with Gym in Runda,"Runda, Westlands","KSh 80,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-runda-3518072
4 Bed House with Balcony in Westlands Area,"Nairobi, Westlands Area, Westlands","KSh 28,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-westlands-area-3464306
5 Bed House in Karen,Karen,"KSh 65,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-7-3439950
5 Bed Townhouse with Aircon in Muthaiga,Muthaiga,"KSh 47,000,000",5,4,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-muthaiga-3558972
4 Bed House with Garage at Karen Ridge,"Karen Ridge, Karen","KSh 61,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3533590
4 Bed Townhouse with Garage in Loresho,"Loresho, Westlands","KSh 34,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-loresho-3555887
3 Bed House in South C,South C,"KSh 17,800,000",3,3,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-south-c-3542841
5 Bed Townhouse in Lavington,Lavington,"KSh 52,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-11-3433727
6 Bed Villa with Gym at Near Lavington Mall,"Near Lavington Mall, Lavington","KSh 102,000,000",6,7,https://www.buyrentkenya.com/listings/6-bedroom-villa-for-sale-lavington-3549848
4 Bed Villa with Garage in Embakasi,Embakasi,"KSh 17,000,000",4,2,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-embakasi-3455514
5 Bed Villa with Garage in Lower Kabete,"Lower Kabete, Westlands","KSh 220,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lower-kabete-3540658
3 Bed House with Garage at Kiambu Road,Kiambu Road,"KSh 28,500,000",3,2,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kiambu-road-3557664
3 Bed House with Garage in Langata,Langata,"KSh 16,000,000",3,1,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-langata-3504880
3 Bed Townhouse with Gym in Kiambu Road,Kiambu Road,"KSh 21,500,000",3,3,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-kiambu-road-2-3478042
5 Bed Townhouse with En Suite in Lower Kabete,"Lower Kabete, Westlands","KSh 73,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lower-kabete-3546887
4 Bed House with Garden in Loresho,"Loresho, Westlands","KSh 50,000,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-loresho-3555357
4 Bed Townhouse in Brookside,"Brookside, Westlands","KSh 65,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-brookside-10-3457344
5 Bed House with Garage in Kitisuru,"Kitisuru, Westlands","KSh 85,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kitisuru-4-3439179
5 Bed House with Swimming Pool at Kcb,"Kcb, Karen","KSh 95,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3556411
4 Bed Townhouse with Garage in Brookside,"Brookside, Westlands","KSh 55,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-brookside-3554672
5 Bed House with Garage in Karen Hardy,Karen Hardy,"KSh 70,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-hardy-3557918
5 Bed Townhouse with Garage in Lavington,Lavington,"KSh 75,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3560824
4 Bed Townhouse in Langata,Langata,"KSh 26,500,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-langata-3512089
5 Bed Townhouse with Gym in Kileleshwa,Kileleshwa,"KSh 65,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-kileleshwa-6-3438871
4 Bed Townhouse with Garage in Loresho,"Loresho, Westlands","KSh 45,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-loresho-3546976
5 Bed Villa with Gym in Karen,Karen,"KSh 75,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-karen-3513023
5 Bed House with Garage at Brookside Drive,"Brookside Drive, Westlands Area, Westlands","KSh 78,500,000",5,4,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-westlands-area-3495592
4 Bed House with En Suite at Karen Bongani Road,"Karen Bongani road, Karen","KSh 88,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3560685
4 Bed House with Balcony in Kiambu Road,Kiambu Road,"KSh 40,750,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-3446245
4 Bed Townhouse with Garage at Runda Paradise,"Runda Paradise, Kiambu Road","KSh 30,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3512395
4 Bed Townhouse with Swimming Pool at Palm Spring Gardens,"Dennis Pritt Rd, Palm Spring Gardens, Dennis Pritt","KSh 69,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-dennis-pritt-3489743
4 Bed Townhouse with Garage at Nairobi,"City Park Drive, Nairobi, Parklands, Westlands","KSh 35,000,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-parklands-3466302
7 Bed House with Balcony in Runda,"Runda, Westlands","KSh 130,000,000",7,8,https://www.buyrentkenya.com/listings/7-bedroom-house-for-sale-runda-2-3407786
5 Bed House with En Suite in Ngong Road,Ngong Road,"KSh 30,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-ngong-road-1-3472990
3 Bed House with Garage in Buruburu,"Buruburu Ph v, Buruburu","KSh 11,500,000",3,2,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-buruburu-7-3458283
4 Bed Villa with Gym at Kiambu Road,"Kiambu road, Kiambu Road","KSh 36,000,000",4,6,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-kiambu-road-3554940
4 Bed House with Garage in Kiambu Road,Kiambu Road,"KSh 24,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-3549218
4 Bed House in Windsor,"Windsor, Roysambu","KSh 75,000,000",4,,https://www.buyrentkenya.com/listings/furnished-4-bedroom-house-for-sale-windsor-4-3427951
5 Bed House with Garage at Muthaiga Garden,"Muthaiga, Muthaiga garden","KSh 205,000,000",5,4,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-muthaiga-3533563
4 Bed Villa with Gym at Garden City,"Garden City, Thika Road","KSh 29,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-thika-road-3519444
4 Bed Villa with Garage at Ruiru-Murera,"RUIRU-MURERA, Thika Road","KSh 13,500,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-thika-road-3545118
3 Bed House with Gym in Kiambu Road,Kiambu Road,"KSh 20,295,000",3,2,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kiambu-road-18-3448126
4 Bed Townhouse with Swimming Pool at Kiambu Road,Kiambu Road,"KSh 40,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-7-3457602
6 Bed House with Garage at Nyari Estate,"Nyari Estate, Nyari, Westlands","KSh 110,000,000",6,4,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-nyari-3501553
4 Bed Townhouse with Garage in Lavington,Lavington,"KSh 60,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-4-3443356
5 Bed House at Kericho Road,"Kericho road, Kahawa Sukari, Roysambu","KSh 27,000,000",5,,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kahawa-sukari-3550880
5 Bed Townhouse with Gym at Kangunndo Road,"Kangunndo Road, Joska, Kamulu Joska Malaa","KSh 30,000,000",5,6,https://www.buyrentkenya.com/listings/furnished-5-bedroom-townhouse-for-sale-joska-3557898
4 Bed Villa with Garage in Garden Estate,"Garden Estate, Roysambu","KSh 65,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-garden-estate-3514013
4 Bed House with Garage at Phase 5,"PHASE 5, Buruburu","KSh 13,000,000",4,2,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-buruburu-3517914
5 Bed Townhouse with Swimming Pool at Riverside Drive,"Riverside Drive, Riverside, Westlands","KSh 50,000,000",5,3,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-riverside-3540975
4 Bed House with Garage at Balozi Estate,"Balozi Estate, Muthaiga","KSh 27,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-muthaiga-6-3457880
3 Bed Townhouse with Gym in Runda,"Runda, Westlands","KSh 350,000,000",3,3,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-runda-3523753
5 Bed House with Garage in Garden Estate,"Garden Estate, Roysambu","KSh 65,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-garden-estate-3524367
6 Bed House with Gym in Kyuna,"Kyuna, Westlands","KSh 300,000,000",6,6,https://www.buyrentkenya.com/listings/furnished-6-bedroom-house-for-sale-kyuna-1-3473565
4 Bed Townhouse with Garage in Waiyaki Way,"Waiyaki Way, Westlands","KSh 60,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-waiyaki-way-10-3456050
4 Bed House with Garage at Karen,Karen,"KSh 50,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3485708
4 Bed Townhouse with En Suite in Brookside,"Brookside, Westlands","KSh 75,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-brookside-3559278
4 Bed Villa with Aircon in Jamhuri,Jamhuri,"KSh 32,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-jamhuri-3487528
4 Bed Townhouse with Garage at Mountain View,"Jacaranda, Mountain View, Westlands","KSh 40,000,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-mountain-view-3484073
6 Bed Townhouse with Gym in Lavington,Lavington,"KSh 105,000,000",6,6,https://www.buyrentkenya.com/listings/6-bedroom-townhouse-for-sale-lavington-3553681
4 Bed House with Gym in Kiambu Road,Kiambu Road,"KSh 38,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-3559600
6 Bed Townhouse with Garage in Karen,Karen,"KSh 75,000,000",6,7,https://www.buyrentkenya.com/listings/6-bedroom-townhouse-for-sale-karen-1-3453492
5 Bed Townhouse with Gym in Lavington,Lavington,"KSh 55,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-6-3433334
4 Bed Townhouse with Gym at Kabarsarian Drive,"Muthangari, Kabarsarian Drive, Lavington","KSh 55,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3495110
6 Bed Townhouse with Garage in Lavington,Lavington,"KSh 110,000,000",6,6,https://www.buyrentkenya.com/listings/6-bedroom-townhouse-for-sale-lavington-3558646
4 Bed Townhouse with Garage in Muthaiga,Muthaiga,"KSh 35,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-muthaiga-3560861
5 Bed House with Balcony in Karen,Karen,"KSh 70,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3559448
5 Bed Townhouse with En Suite in Lavington,Lavington,"KSh 55,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-9-3453745
5 Bed House with Garage at Alozi Estate Road,"Alozi Estate Road, Garden Estate, Roysambu","KSh 70,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-garden-estate-3545855
4 Bed Townhouse with Swimming Pool in Lavington,Lavington,"KSh 65,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3465187
5 Bed Townhouse with Garage at Loresho,"Loresho, Westlands","KSh 118,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-loresho-3-3476254
5 Bed House in Kilimani,Kilimani,"KSh 45,000,000",5,3,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kilimani-3386043
5 Bed House with Gym in Lower Kabete,"Lower Kabete, Westlands","KSh 190,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-lower-kabete-3529286
5 Bed House with Gym in Riverside,"Riverside, Westlands","KSh 49,000,000",5,4,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-riverside-3561510
4 Bed Villa with Garage in Kiambu Road,Kiambu Road,"KSh 28,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-kiambu-road-3560976
6 Bed Villa with Gym in Kyuna,"Kyuna, Westlands","KSh 85,000,000",6,9,https://www.buyrentkenya.com/listings/6-bedroom-villa-for-sale-kyuna-6-3488885
5 Bed Townhouse with Garage in Lavington,Lavington,"KSh 75,000,000",5,7,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3553227
2 Bed House with Garden in Imara Daima,Imara Daima,"KSh 7,500,000",2,2,https://www.buyrentkenya.com/listings/2-bedroom-house-for-sale-imara-daima-3542549
4 Bed House with Garage in South C,South C,"KSh 22,500,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-south-c-3504421
3 Bed House with En Suite in South B,South B,"KSh 13,000,000",3,2,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-south-b-1-3452369
5 Bed Townhouse with Aircon in Lavington,Lavington,"KSh 100,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3560017
4 Bed House with En Suite in Mombasa Road,Mombasa Road,"KSh 15,000,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-mombasa-road-1-3428934
5 Bed House in Muthaiga,Muthaiga,"KSh 270,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-muthaiga-3495132
3 Bed House with Garden in Imara Daima,Imara Daima,"KSh 11,000,000",3,2,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-imara-daima-3542552
4 Bed Townhouse with Aircon at Shanzu Road,"Shanzu Road, Kyuna, Westlands","KSh 90,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kyuna-3534827
4 Bed Townhouse with Garage in Lavington,Lavington,"KSh 31,000,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3482223
4 Bed House with Garage at Kahawa Near Jacaranda Estate,"Maziwa, Kahawa near jacaranda estate, Kahawa West, Roysambu","KSh 13,000,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kahawa-west-3494051
8 Bed House with Garage in Nyari,"Nyari, Westlands","KSh 265,000,000",8,8,https://www.buyrentkenya.com/listings/8-bedroom-house-for-sale-nyari-3504904
4 Bed Townhouse with Gym at Five Star Meadows,"Five Star Meadows, Kiambu Road","KSh 38,500,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3504761
4 Bed Townhouse with Garage at Runda Mumwe,"Runda Mumwe, Runda, Westlands","KSh 75,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-runda-3521883
6 Bed Townhouse with Garage in Lavington,Lavington,"KSh 80,000,000",6,6,https://www.buyrentkenya.com/listings/6-bedroom-townhouse-for-sale-lavington-3512072
4 Bed Townhouse with Garage at N/A,"N/A, Parklands, Westlands","KSh 32,000,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-parklands-3513207
5 Bed House with Garage in Spring Valley,"Spring Valley, Westlands","KSh 167,500,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-spring-valley-3547337
4 Bed House with Garage at Makueni Road,"Makueni Road, Kileleshwa","KSh 38,000,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kileleshwa-3459711
5 Bed Townhouse with Garage at Kanjata Road,"Kanjata Road, Lavington","KSh 67,999,999",5,6,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3484482
4 Bed Villa with Garage in Lavington,Lavington,"KSh 85,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-lavington-3560186
4 Bed Townhouse with Garage at Waterfront Gardens,"Waterfront Gardens, Loresho, Westlands","KSh 27,000,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-loresho-3507128
4 Bed House with Garage in Karen Hardy,Karen Hardy,"KSh 55,000,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-hardy-3560004
4 Bed House with Gym at Fivestar Meadows Estate,"Fivestar Meadows Estate, Kiambu Road","KSh 37,500,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-3432658
4 Bed Villa with Gym in Garden Estate,"Garden Estate, Roysambu","KSh 27,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-garden-estate-3510062
4 Bed House with Balcony in Windsor,"Windsor, Roysambu","KSh 60,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-windsor-3-3437269
3 Bed House with Garage in Embakasi,Embakasi,"KSh 12,500,000",3,3,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-embakasi-3512037
4 Bed Townhouse with Gym at Syokimau,"Syokimau, Mombasa Road","KSh 18,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-mombasa-road-3531425
5 Bed House with Garage in Muthaiga,Muthaiga,"KSh 175,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-muthaiga-3512090
4 Bed House with Garage in Karen,Karen,"KSh 90,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3554453
4 Bed Townhouse with Garage at Shanzu Rd,"Shanzu Rd, Spring Valley, Westlands","KSh 90,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-spring-valley-4-3472653
4 Bed Townhouse with Gym at Loresho Ridge,"908, Loresho Ridge, Loresho, Westlands","KSh 118,000,000",4,6,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-loresho-3546208
4 Bed Townhouse with Garage in Mombasa Road,Mombasa Road,"KSh 14,000,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-mombasa-road-3479209
4 Bed House with En Suite in Windsor,"Windsor, Roysambu","KSh 60,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-windsor-3489843
4 Bed Townhouse with Gym at Kileleshwa,Kileleshwa,"KSh 55,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kileleshwa-3485500
5 Bed House with Gym at Karen Hardy,"Karen Hardy, Karen","KSh 70,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3562140
4 Bed House with Garden in Muthaiga,Muthaiga,"KSh 70,000,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-muthaiga-3469951
5 Bed Townhouse with Aircon at Chalbi Drive,"Chalbi Drive, Lavington","KSh 55,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3537784
4 Bed House with Garage at Kangundo Road,"187, Kangundo Road, Ruai","KSh 7,800,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ruai-3559775
4 Bed House with Balcony at Kerarapon,"Kerarapon, Karen","KSh 29,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3561087
5 Bed House with Gym in Runda,"Runda, Westlands","KSh 200,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3534657
5 Bed House with Swimming Pool at Munderendu Road,"Munderendu Road, Langata","KSh 145,000,000",5,3,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-langata-3472270
5 Bed Villa with Gym in Karen,Karen,"KSh 90,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-karen-1-3487006
6 Bed Townhouse with Garage in Lavington,Lavington,"KSh 105,000,000",6,6,https://www.buyrentkenya.com/listings/6-bedroom-townhouse-for-sale-lavington-3507811
5 Bed House with Garage at Pan Africa Insurance Lane,"Pan Africa Insurance Lane, Runda, Westlands","KSh 90,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3538558
6 Bed House with Garage in Muthaiga,Muthaiga,"KSh 80,000,000",6,6,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-muthaiga-3553822
4 Bed Townhouse with Gym in Kiambu Road,Kiambu Road,"KSh 27,500,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3511086
4 Bed House with Balcony in Windsor,"Windsor, Roysambu","KSh 123,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-windsor-3489848
5 Bed Townhouse with Gym at Jemes Gichuru,"19, Jemes Gichuru, Lavington","KSh 80,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3546839
3 Bed Villa with Gym in Lavington,Lavington,"KSh 110,000,000",3,3,https://www.buyrentkenya.com/listings/3-bedroom-villa-for-sale-lavington-3551235
6 Bed House with Gym in Kyuna,"Kyuna, Westlands","KSh 300,000,000",6,6,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-kyuna-3559800
4 Bed House with Garage in Langata,Langata,"KSh 26,500,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-langata-3512088
5 Bed Townhouse with Garage in Westlands Area,"Westlands Area, Westlands","KSh 51,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-westlands-area-3-3481178
4 Bed House with Garage in Langata,Langata,"KSh 39,500,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-langata-3527929
4 Bed Townhouse with Garage at Kyuna,"Kyuna, Westlands","KSh 95,000,000",4,7,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kyuna-3506177
5 Bed Townhouse with Gym in Lavington,Lavington,"KSh 75,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-1-3486987
4 Bed Townhouse with Gym in Runda,"Runda, Westlands","KSh 30,000,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-runda-1-3484160
4 Bed Townhouse with Gym in Runda,"Runda, Westlands","KSh 80,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-runda-3559198
5 Bed Townhouse with Swimming Pool at Fair Acres Road,"Fair Acres Road, Karen","KSh 80,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-karen-1-3457565
4 Bed Townhouse with Gym in Spring Valley,"Spring Valley, Westlands","KSh 90,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-spring-valley-3483088
